bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price
18482611-deathwatch,Deathwatch,Broslin Creek #1,Dana Marton (Goodreads Author),3.91,"As the only person who can identify the most notorious hit man in the country, Kat Bridges is running for her life.Murphy Dolan is in the Army Reserves, returning from his 2nd tour of duty, only to find a stranger hiding in his house. She's scared spitless. He's completely burned-out on violence. Neither of them has any trust left to give.If the best of the FBI couldn't protect her from the country’s most notorious assassin, does a burned-out small town cop have a prayer?",English,9781940627007,"['Romantic Suspense', 'Romance', 'Suspense', 'Military Fiction', 'Contemporary', 'Mystery', 'Fiction', 'Contemporary Romance', 'Amazon', 'Military Romance']",[],Paperback,First Edition,168,Dana Marton,August 19th 2013,08/16/13,[],2320,"['772', '800', '560', '135', '53']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378938908l/18482611.jpg,65,1,9.92
860559.Mystery_of_the_Ivory_Charm,Mystery of the Ivory Charm,Nancy Drew Mystery Stories #13,Carolyn Keene,3.86,"Nancy determines whether an exquisite ivory elephant charm really protects its wearer from harm during her investigation of a circus performer who may be involved in a mysterious illegal scheme. The girl detective’s assignment becomes complicated when the elephant trainer’s young assistant seeks refuge at the Drew home from his cruel foster father. While following clues to help the boy find his real father, Nancy discovers an eerie abandoned house. As she probes, Nancy’s dangerous enemies thwart her efforts to discover a secret surrounding the unusual ivory charm. This book is the revised text. The plot of the original story (©1936) is similar with minor revisions.",English,9780448095134,"['Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Juvenile', 'Mystery Thriller', 'Adventure', 'Crime']","['Nancy Drew', 'Anita Allison']",Hardcover,Revised text,179,Grosset & Dunlap,1974,11/06/36,[],7105,"['2105', '2361', '2243', '340', '56']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459356935l/860559.jpg,64,1,4.84
16457571-le-clan-des-maclaren,Le clan des MacLaren,Celtic Nights #1,Susan King,3.74,"Dissimulée derrière un bosquet, Alainna MacLaren sort une flèche de son carquois. Le cerf s'est enfoncé dans le vallon, mais il ne tardera pas à en ressortir. Aujourd'hui, la chasse sera fructueuse ! Soudain, un groupe de cavaliers surgit sur la crête de la colline. Des Normands, à en juger par leurs capes doublées de fourrure et leurs armes, qui étincellent dans les rayons du couchant... Aucun Highlander ne pourrait s'offrir le luxe d'un tel équipement ! Le coeur d'Alainna s'emballe. Les Normands se risquent rarement dans ces lointaines contrées du nord de l'Écosse. Sans doute ont-ils été envoyés par le roi à Kinlochan. Et dans ce cas, l'avenir de la jeune femme et celui de son clan sont en suspens... L'un des chevaux pivote, découvrant le bouclier accroché à la selle : une flèche blanche sur fond d'azur. Ce blason, Alainna l'a vu en rêve, sur un mystérieux guerrier aux cheveux d'or. À présent, elle en est sûre cet homme est le messager du destin...",French,9782290018897,"['Romance', 'Historical Romance', 'Medieval', 'Historical', 'Historical Fiction', 'Scotland', 'Fiction', 'Magic', 'Fantasy', 'Medieval Romance']","['Alainna MacLaren', 'Sebastien le Bret']",Mass Market Paperback,Aventures & Passions,373,J'ai lu,December 5th 2012,11/06/00,['RITA Award by Romance Writers of America Nominee for Long Historical Romance (2001)'],592,"['164', '199', '156', '58', '15']",88.0,['Scottish Highlands'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355308752l/16457571.jpg,64,1,4.22
650883.Faerie_Lord,Faerie Lord,The Faerie Wars Chronicles #4,Herbie Brennan (Goodreads Author),3.95,"Henry has all but forgotten the Faerie Realm since he returned to his normal life two years ago, but now his past has followed him home. Out of nowhere, Henry's old friend Pyrgus appears-looking like a middle-aged man-and his life is turned upside down once more. Determined to help his friends, Henry returns to the Realm, hoping to find a cure, and perhaps win his way back into the heart of Queen Holly Blue. But what Henry, Pyrgus, and Blue don't know is that the plague is hardly an ordinary disease...",English,9781599901206,"['Fantasy', 'Young Adult', 'Fairies', 'Fiction', 'Magic', 'Urban Fantasy', 'Teen', 'Adventure', 'Fae', 'Paranormal']","['Henry Atherton', 'Holly Blue', 'Pyrgus Malvae']",Hardcover,USA Edition,430,Bloomsbury Publishing PLC,January 1st 2008,12/01/07,[],2919,"['965', '1064', '717', '137', '36']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442887290l/650883._SX318_.jpg,63,1,3.13
1290068.The_Nether_World,The Nether World,The Nether World,George Gissing,3.85,"The Nether World (1889), generally regarded as the finest of Gissing's early novels, is a highly dramatic, sometimes violent tale of man's caustic vision shaped by the bitter personal experience of poverty. This tale of intrigue depicts life among the artisans, factory-girls, and slum-dwellers, documenting an inescapable world devoid of sentimentality and steeped with people scheming and struggling to survive. With Zolaesque intensity and relentlessness, Gissing lays bare the economic forces which determine the aspirations and expectations of those born to a life of labor.",English,9780192837677,"['Classics', 'Fiction', 'Victorian', '19th Century', 'British Literature', 'Historical Fiction', 'English Literature', 'Novels', 'Classic Literature', 'Literature']",[],Paperback,Oxford World's Classics,404,Oxford University Press,October 7th 1999,11/06/89,[],789,"['252', '284', '163', '60', '30']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1182533196l/1290068.jpg,63,1,2.76
2909599-return-to-summerhouse,Return to Summerhouse,The Summerhouse #2,Jude Deveraux,3.98,"With her shining gift for ""exquisite and enchanting"" (BookPage) storytelling, Jude Deveraux sweeps readers away in a breathtaking follow-up to her beloved New York Times bestseller, The Summerhouse  where a marvelous new adventure awaits.Magic most definitely resides in the Maine summerhouse where the mysterious Madame Zoya has granted the innermost wishes of its visitors. Now, three women have come to this special place with one thing in common: a painful past they would each like to rewrite. Amy, who hides a heartbreaking loss behind her seemingly perfect marriage and family...Faith, a widow in her thirties whose deepest grief is for a man from years ago...and Zoë, an artist shunned by her hometown for reasons she doesn't know, after a traumatic night erased her memory. With their mystical powers, Madame Zoya and her sister Primrose are about to transport the trio to eighteenth-century England to alter Amy's ancestry. But although surprises await each of them, will stepping back in time bring the women the happy endings they seek?",English,9781410407054,"['Romance', 'Time Travel', 'Fiction', 'Contemporary Romance', 'Chick Lit', 'Contemporary', 'Fantasy', 'Historical Romance', 'Historical', 'Paranormal']","['Amy Baker', 'Zoë', 'Faith']",Hardcover,Large Print,507,Thorndike Press,June 1st 2008,01/01/08,[],5377,"['1860', '1975', '1186', '297', '59']",93.0,['Maine (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1214764622l/2909599.jpg,63,1,5.92
112968.Ruler_of_the_Realm,Ruler of the Realm,The Faerie Wars Chronicles #3,Herbie Brennan (Goodreads Author),3.9,"It is Henry's third visit to the Faerie Realm, but this time in a rather different guise and to a different kind of place. Holly Blue is Queen and Lord Hairstreak appears to be proposing a truce between the Faeries of the Night and the Faeries of the Light. Meanwhile, Prince Pyrgus has stumbled across some mysterious crystal flowers with an apparently formidable secret weapon, and there are rumours of a demon invasion led by Beleth, the Prince of Darkness.Queen Blue, wary of her uncle's uncharacteristic generosity, pays a visit to the Spicemaster's labyrinth in an attempt to divine the possible future of the Realm. She is warned to beware of someone close, not realizing just how careful she will need to be — and when she is kidnapped by the most unlikely candidate, the Realm rapidly descends into chaos.In a thrilling adventure Blue, Pyrgus and Henry will find themselves in the midst of a furious battle to protect the future of the Realm and secure the throne for the rightful ruler.",English,9781582348810,"['Fantasy', 'Young Adult', 'Fairies', 'Fiction', 'Magic', 'Urban Fantasy', 'Adventure', 'Fae', 'Teen', 'Young Adult Fantasy']","['Henry Atherton', 'Holly Blue', 'Pyrgus Malvae']",Hardcover,USA Edition,430,Bloomsbury Children's Books,October 3rd 2006,06/16/06,[],4020,"['1198', '1529', '1048', '197', '48']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358704145l/112968.jpg,62,1,5.54
62796.The_Decay_of_the_Angel,The Decay of the Angel,The Sea of Fertility #4,"Yukio Mishima, Edward G. Seidensticker (Translator)",4.13,"The dramatic climax of The Sea of Fertility tetraology takes place in the late 1960s. Honda, now an aged and wealthy man, discovers and adopts a sixteen-year-old orphan, Toru, as his heir, identifying him with the tragic protagonists of the three previous novels, each of whom died at the age of twenty. Honda raises and educates the boy, yet watches him, waiting.",English,9780099284574,"['Fiction', 'Japan', 'Japanese Literature', 'Literature', 'Novels', 'Historical Fiction', 'Classics', 'Asia', 'Asian Literature', 'Literary Fiction']",['Shigekuni Honda'],Paperback,Reprint,236,Vintage,January 2nd 2001,11/06/70,[],3141,"['1243', '1211', '559', '103', '25']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342749212l/62796.jpg,62,1,8.72
12360678-jake-s-long-shadow,Jake's Long Shadow,Once Were Warriors Trilogy #3,Alan Duff,3.85,"The millennium has changed but have the Hekes? Where are they now, Beth, Jake, and what of their other children? Son Abe who has rejected violence but violence finds him. Polly, as beautiful as her sister Grace, who committed suicide; is that a Heke running with the wealthy polo-playing set and growing rich herself? And the gang leader, Apeman, who killed Tania, what's prison like? Does it change a man, grow him or not? We meet another tragic female figure, Sharneeta. And Alistair Trambert, a middle-class white boy sunk into the same welfare dependency trap as the Maoris his class criticise. Meet Charlie Bennett, Beth's husband, a fine man and yet ... And yet there's Jake Heke, casting his long shadwo over everyone. Has he really grown up?",English,9781869415112,['Fiction'],[],Paperback,"Once were warriors trilogy, part III",240,Vintage,2003,01/01/99,[],100,"['36', '24', '29', '11', '0']",89.0,['New Zealand'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313125201l/12360678._SX318_SY475_.jpg,62,1,30.08
158615.Hugo_Pepper,Hugo Pepper,Far-Flung Adventures #3,"Paul Stewart (Goodreads Author), Chris Riddell",4.07,"Hugo Pepper, orphaned by polar bears, is raised in the Frozen North by the Runter-Tun-Tuns. At 12, he sets the sled Compass of the Heart to home, Firefly Square in Harbour Heights. Editor-blackmailer Elliot and snoopy Cressida are evicting the neighborhood. But Hugo's gran was pirate Brimstone Kate - her treasure awaits. Drawn in intricate amazing detail.",English,9780385750929,"['Fantasy', 'Childrens', 'Fiction', 'Adventure', 'Middle Grade', 'Chapter Books', 'Young Adult', 'Juvenile', 'Humor', 'Novels']",[],Hardcover,Doubleday David Fickling,264,Random House,February 2007,11/06/06,[],774,"['288', '294', '157', '27', '8']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320423155l/158615.jpg,62,1,5.20
22059778-royal-theft,Royal Theft,Turning Curse #2,A.C. Harrah (Goodreads Author),4.0,"After Prince Alan learns his first love, Riona, is to marry his brother, Liam, Alan flees his home to seek sanctuary with his relatives. When his carriage is attacked by a band of thieves, Alan loses the last thing Riona gave him—a memento of her mother.  Determined to get the gift back, Alan hunts down the thieves only to become a pawn in a machination devised by the criminal, Robin—the most infuriating girl Alan has ever met. Surrounded by dozens of people who want him beaten or dead, Alan must outsmart his captors to retrieve Riona’s memento and return home, or aid in the downfall of one of his fellow noblemen.",English,9781499277708,[],[],Paperback,1,321,Createspace Independent Publishing Platform,June 4th 2014,06/01/14,[],17,"['6', '6', '4', '1', '0']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399668494l/22059778.jpg,62,1,14.44
7936594-taken-by-the-others,Taken by the Others,H&W Investigations #2,Jess Haines (Goodreads Author),3.76,"Once, New York P.I. Shiarra Waynest’s most pressing problem was keeping her agency afloat. Now she’s dealing with two dangerous, seductive vampires who have been enemies for centuries. The only thing Max Carlyle and Alec Royce agree on is that they both want Shia–for very different reasons.Max is determined to destroy Shia for killing his progeny, while Royce’s interest is a lot more personal. That’s not sitting well with Shia’s werewolf boyfriend, Chaz. As the feud between Max and Royce gets ever more deadly, a powerful vampire-hunting faction is urging Shia to join their side. Shia has always believed vamps were the bad guys, but she’s discovering unexpected shades of grey that are about to redefine her friends, her loyalties–and even her desires…",English,9781420111880,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Werewolves', 'Fantasy', 'Shapeshifters', 'Magic', 'Romance', 'Paranormal Romance', 'Supernatural']",[],Paperback,1st Edition,352,Zebra,January 1st 2011,12/15/10,[],1760,"['408', '697', '515', '99', '41']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347633672l/7936594.jpg,61,1,3.28
302874.The_Witch_Tree_Symbol,The Witch Tree Symbol,Nancy Drew Mystery Stories #33,Carolyn Keene,3.88,"When a neighbor asks Nancy to accompany her to an old uninhabited mansion, she finds a witch tree symbol that leads her to Pennsylvania Dutch country in pursuit of a cunning and ruthless thief. The friendly welcome the girl sleuth and her friends receive from the Amish people soon changes to hostility when it is rumored that Nancy is a witch! Superstition helps her enemy in his attempt to get her off his trail, but Nancy persistently uncovers one clue after another to outwit her dangerous adversary. This book is the revised text. The plot of the original story (©1955) is similar with minor revisions.",English,9780448095332,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Juvenile', 'Adventure', 'Middle Grade', 'Mystery Thriller', 'Detective']",['Nancy Drew'],Hardcover,Revised text,179,Grosset & Dunlap,1975,11/06/55,[],5757,"['1767', '1928', '1732', '286', '44']",94.0,"['Lancaster, Pennsylvania (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459459034l/302874.jpg,61,1,8.62
618938.The_Way_Between_the_Worlds,The Way Between the Worlds,The View from the Mirror #4,Ian Irvine (Goodreads Author),4.02,"In the conclusion to this series, Karan, the young Sensitive who holds the Mirror of Aachen, which has the power to heal or permanently destroy the rift between Worlds, is held captive. Her lover, Llian, is in chains, falsely accused of betraying her. With the dark moon rising, the Charon Rulke is unstoppable as he prepares to open the Way between the Worlds.",English,9780446609876,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic', 'Adult', 'Audiobook']",[],Paperback,First US edition,736,Warner Books (NY),October 1st 2002,11/06/99,[],1952,"['701', '725', '406', '96', '24']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388766360l/618938.jpg,60,1,5.84
30288.Laurell_K_Hamilton_s_Anita_Blake_Vampire_Hunter,"Laurell K. Hamilton's Anita Blake, Vampire Hunter: Guilty Pleasures vol 1","Anita Blake, Vampire Hunter Graphic Novels #1 issues #1-6","Laurell K. Hamilton (Goodreads Author), Stacie Ritchie (Text), Jessica Ruffner (Text), Brett Booth (Illustrations)",4.18,"New York Times bestselling author Laurell K. Hamilton brings Anita Blake to the world of graphic novels. Anita Blake lives in a world where vampires, zombies and werewolves have been declared legal citizens of the United States. Anita Blake is an ""animator"" - a profession that involves raising the dead for mourning relatives. But Anita is also known as a fearsome hunter of criminal vampires, and she's often employed to investigate cases that are far too much for conventional police. But as Anita gains the attention of the vampire masters of her hometown of St. Louis, she also risks revealing an intriguing secret about herself - the source of her unusual strength and power.",English,9780785127239,"['Graphic Novels', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Comics', 'Paranormal', 'Horror', 'Fiction', 'Paranormal Romance', 'Romance']",[],Hardcover,Graphic Novel,168,Marvel,July 18th 2007,11/06/07,[],7846,"['3775', '2255', '1340', '369', '107']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388637558l/30288.jpg,59,1,4.35
1931595.Uller_Uprising,Uller Uprising,Federation,"H. Beam Piper, Gino D'Achille (Illustrator)",3.68,"""ZNIDD SUDDABIT!"" So the Ulleran challenge begins, with the rantings of a prophet and a seemingly incidental street riot. Only when a dose of poison lands in the governor-general's whiskey does it become clear that the ""geeks"" have had it up to their double-lidded eyeballs with the imperialist Terran Federation's Chartered Uller Company. Then, overnight, war is everywhere. How it will end is in the (merely) two Terran hands of the new governor-general, a man shrewd enough to know that ""it is easier to banish a habit of thought than a piece of knowledge."" The problem is, the particular piece of knowledge he needs hasn't been used in 450 years. . . .",English,9780441842926,"['Science Fiction', 'Fiction', 'Military Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Audiobook', 'Classics']",[],Paperback,Reprint; U.S. paperback Edition,201,Ace,June 1st 1983,11/06/52,[],614,"['141', '208', '202', '51', '12']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335651526l/1931595.jpg,59,1,10.77
5024121-the-caribbean,The Caribbean,Legends of the Brethren Court #1,"Rob Kidd, Jean-Paul Orpinas (Illustrator)",4.27,"An army of shadows has been amassed. Its one goal: to destroy the Pirate Lords for their Shadow Master--an alchemist who has created a special gold that grants him unfathomable power. But the soothsayer, Tia Dalma has other plans for the Lords and cannot allow them to be destroyed. So she calls on the one man who can turn the tide--Captain Jack Sparrow... In Book One of Legends of the Brethren Court, the mystic Tia Dalma sends Jack Sparrow on a mission to recover nine pieces of shadow gold. If he fails, she warns, the seas will become the playground of shadows and those who survive their reign of terror will wish they had not. Reluctantly relying on the help of his untrustworthy first mate, Barbossa, and a rag-tag assortment of familiar characters, Jack will take on the Shadow Master. But at what cost?",English,9781423110385,"['Pirates', 'Fantasy', 'Fiction', 'Childrens', 'Adventure']",[],Paperback,1st,234,Disney Press,October 14th 2008,11/06/08,[],190,"['101', '51', '29', '6', '3']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360568212l/5024121.jpg,59,1,6.07
7964129-killing-rocks,Killing Rocks,The Bloodhound Files #3,D.D. Barant (Goodreads Author),3.9,"FBI profiler Jace Valchek’s ticket home from the twisted parallel universe where she’s been called to duty hinges on the capture of serial killer Aristotle Stoker—and an alliance with a sorcerer known as Asher. The problem: Asher has joined forces with some of the most dangerous creatures Jace has ever encountered. The solution: There is none, without Asher’s help…Jace’s goal seems simple enough—to get her man, like always. But just hours after she arrives in Vegas, she’s abducted…and she isn’t even sure who the real enemy is. Now Jace has to wonder if she’s the predator or the prey in a very dangerous game that could change not only her fate, but the world’s…Meanwhile, a serial killer is still on the loose. And time has already run out…",English,9780312942601,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Magic', 'Shapeshifters', 'Werewolves', 'Mystery', 'Fiction', 'Paranormal Romance']",[],Mass Market Paperback,1st Edition,308,St. Martin's Paperbacks,December 28th 2010,12/17/10,[],2760,"['822', '1041', '723', '148', '26']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431904486l/7964129._SY475_.jpg,58,1,3.45
4117865-the-judging-eye,The Judging Eye,The Aspect-Emperor #1,R. Scott Bakker,3.98,"The Darkness That Comes Before, The Warrior Prophet, and The Thousandfold Thought — collectively the Prince of Nothing Saga — were R. Scott Bakker's magnificent debut into the upper echelon of epic fantasy. In those three books, Bakker created a world that was at once a triumph of the fantastic and an historical epic as real as any that came before.Widely praised by reviewers and a growing body of fans, Bakker has already established the reputation as one of the smartest writers in the fantasy genre-a writer in the line stretching from Homer to Peake to Tolkein. Now he returns to The Prince of Nothing with the long awaited The Judging Eye, the first book in an all-new series. Set twenty years after the end of The Thousandfold Thought, Bakker reintroduces us to a world that is at once familiar but also very different than the one readers thought they knew. Delving even further into his richly imagined universe of myth, violence, and sorcery, and fully remolding the fantasy genre to broaden the scope of intricacy and meaning, R. Scott Bakker has once again written a fantasy novel that defies all expectations and rewards the reader with an experience unlike any to be had in the canon of today's literature.",English,9781590201695,"['Fantasy', 'Epic Fantasy', 'Fiction', 'Dark Fantasy', 'High Fantasy', 'Philosophy', 'Science Fiction Fantasy', 'Horror', 'Canada', 'Speculative Fiction']","['Drusas Achamian', 'Anasurimbor Kellhus', 'Esmenet', 'Mimara']",Hardcover,First,437,The Overlook Press,February 19th 2009,01/15/09,[],5593,"['1841', '2261', '1143', '247', '101']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439382841l/4117865._SY475_.jpg,58,1,6.70
263083.Tetrarch,Tetrarch: A Tale Of The Three Worlds,The Three Worlds Cycle #6,Ian Irvine (Goodreads Author),4.02,"Santhenar is on its knees. War with the forces from beyond the Void shows no sign of ending, and there is worse to come. The future of the world now rests in the hands of just three flawed individuals: Tiaan, Nish and Irisis.",English,9781841491998,"['Fantasy', 'Fiction', 'Science Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Dystopia']","['Tiaan', 'Cryl-Nish Hlar', 'Ullii', 'Irisis', 'Xervish Flydd']",Paperback,First UK mass market edition,692,Orbit,February 5th 2004,11/06/02,[],1566,"['516', '648', '329', '62', '11']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415589538l/263083.jpg,58,1,3.43
263059.Alchymist,Alchymist: A Tale Of The Three Worlds,The Three Worlds Cycle #7,Ian Irvine (Goodreads Author),4.06,"The Node has failed, rendering humanity's battle clankers and the Aachim's constructs useless. Hordes of alien lyrinx are swarming from the tar pits of Snizort. The fate of humanity is dependent on one wily old man, the Scrutator Xervish Flydd. But he has been condemned to die a brutish death.",English,9781841491813,"['Fantasy', 'Fiction', 'Science Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adult', 'High Fantasy']",[],Paperback,First UK mass market edition,720,Orbit,October 7th 2004,11/01/03,[],1418,"['495', '580', '287', '48', '8']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347621790l/263059.jpg,57,1,3.43
11759990-seth-and-chloe,Seth and Chloe,Lunara: The Original Trilogy #1,Wyatt Davenport (Goodreads Author),3.47,"Unique and distinct in setting and style, Lunara takes the reader on a space adventure set in our solar system. This full length novel (388 print pages) is a mix of action adventure and space opera. Earth is dead, destroyed by a barrage of meteors. What was left of the population has escaped to Mars and colonized it as humanities new home.Lunara, a small colony on Earth’s moon, is charged with catching and mining meteors for desperately needed minerals. But the deep-seated human thirst for domination is not easily defeated, nor is the capacity for deceit and betrayal. All it needs is a powerful catalyst, a prize valuable enough to risk plunging mankind into another destructive war. Parker McCloud and his friends, Seth and Chloe, are caught up in a violent series of events when Lunara is invaded. On Mars, Parker, Seth, Chloe, and the crew of the Protector attempt to sort out who is responsible, where the tide of suspicion swings back and forth between Aethpis and Zephyria. In the end, we see barbarism by the leaders of Mars, great courage by the crew of the Protector, and immense valor by the military on Lunara in adventure one in an exciting new series.Lunara Series BooksOriginal Trilogy:Lunara: Seth and ChloeLunara: Gwen and EamonnLunara: Parker and the Protector ",English,9780615481968,"['Science Fiction', 'Fantasy', 'Amazon', 'Fiction', 'Science Fiction Fantasy', 'Adventure']",[],Kindle Edition,1 edition,389,Wyatt Davenport,May 20th 2011,05/01/11,[],289,"['62', '91', '78', '37', '21']",80.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328110491l/11759990.jpg,54,1,28.91
11249785-fra-pierino-e-il-suo-ciuchino,Fra Pierino e il suo ciuchino,Fray Perico #1,"Juan Muñoz Martín, Antonio Tello (Illustrator), Agostino Perani (Translator)",3.89,"C'erano venti frati, in un antichissimo convento vicino a Salamanca (Spagna). Testa rapata, barba bianchissima e saio rammendato, camminavano in fila per gli immensi porticati del chiostro... L'irruzione di fra Pierino e il suo ciuchino scombussolerà la tranquilla vita del convento. Una storia gioiosa e divertentissima che farà la delizia dei suoi giovani lettori.",Italian,9788838436048,"['Childrens', 'Fiction', 'Humor', 'Spanish Literature', 'Literature']",[],Paperback,Il battello a vapore,150,Piemme Junior,1992,11/06/84,['Premio El Barco de Vapor (1979)'],1098,"['369', '361', '270', '75', '23']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304257181l/11249785.jpg,53,1,18.46
3082137-the-battle-of-the-bulge,The Battle of the Bulge,U.S. Landmark Books #114,John Toland,4.13,"Reprint for children of John Toland's first work of military history, the saga of how beleaguered American troops not only resisted Hitler's deadly counteroffensive in World War II's Battle of the Bulge, but turned it into an Allied victory.",English,9780394904146,"['History', 'Nonfiction', 'World War II', 'Military History', 'War', 'Military Fiction', 'Audiobook', 'European History', 'American History', 'World History']",[],Hardcover,Landmark Books,179,Random House Childrens Books,November 28th 1966,11/06/59,[],846,"['315', '353', '157', '19', '2']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223147832l/3082137.jpg,53,1,5.84
862001.The_Clue_of_the_Black_Keys,The Clue of the Black Keys,Nancy Drew Mystery Stories #28,Carolyn Keene,3.88,"During an archaeological expedition in Mexico, two professors, the senior Dr. Joshua Pitt and young Terry Scott find a clue to buried treasure. The clue was a cipher carved on a stone tablet. Before the older professor had time to translate it, he and the tablet disappeared! Terry tells Nancy of his suspicions of a Mexican couple, posing as scientists, who vanished the same night as Dr. Pitt. Nancy follows a tangled trail of clues that lead to Florida and Mexico and a secret of antiquity that can only be unlocked by three black keys. This book is the revised text. The plot of the original story (©1951) is similar with minor revisions.",English,9780448095288,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Juvenile', 'Adventure', 'Mystery Thriller', 'Detective']",['Nancy Drew'],Hardcover,Revised text,174,Grosset & Dunlap,1968,11/06/51,[],4554,"['1372', '1507', '1455', '196', '24']",95.0,['Mexico'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459458687l/862001.jpg,53,1,1.84
3801711-the-destiny-of-the-dead,The Destiny of the Dead,The Song of the Tears #3,Ian Irvine (Goodreads Author),4.17,"NISH, HIS BATTERED LITTLE TROOP and his few remaining allies are trapped on the Range of Ruin by the God-Emperor's mighty army. Nish's only choices are a humiliating surrender to his father or a suicidal fight to the death.Yet Nish has to fight, and somehow he has to win, for the beautiful world of Santhenar is in peril and no one else can save it. Stilkeen, an all-powerful shape-shifting being from the void, has come to recover the stolen chthonic fire which once bound its physical and spirit aspects together, and it wants revenge for the mortal insult that was done to it.But it may be too late for Santhenar; chthonic fire has been released from its casket and is now eating away the Antarctic lands as it once devoured the planet of Aachan. Even if, by some miracle, Nish can win the battle with his father, there may be no way to stop the fire, or Stilkeen, before the whole world is consumed.Read first chapters: http://www.ian-irvine.com/destinydead...REVIEWS'Unbelievably, Irvine has managed to increase the pace of his story in this third and final volume – for sheer excitement, there's just no one like Irvine around at the moment.' SFX, 4 stars.'This precise and beautifully crafted novel blooms from its ascetic opening to a resonant and rewarding climax. Makes what's currently available on fantasy shelves seem hackneyed and formulaic. Utterly absorbing."" Stephen Davenport, Independent Weekly.",English,9781841494722,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction', 'Science Fiction Fantasy', 'High Fantasy']",[],Paperback,First UK edition,702,Orbit,December 4th 2008,11/06/08,[],666,"['291', '237', '106', '27', '5']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415589150l/3801711.jpg,53,1,1.92
